hhid,choice,PPkStk,PBBStk,PFlStk,PHseStk,PGenStk,PImpStk,PSSTub,PPkTub,PFlTub,PHseTub
2114819,9,0.58,0.5,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2114819,7,0.58,0.25,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2114819,7,0.58,0.58,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2114819,7,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2114819,7,0.58,0.58,0.99,0.29,0.33,0.69,0.5,1.07,1.19,0.54
2114819,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2114892,7,0.63,0.67,1.09,0.57,0.45,0.93,0.7,0.98,1.17,0.5
2114892,7,0.58,0.58,0.99,0.45,0.25,0.72,0.85,1.07,1.19,0.59
2114942,1,0.19,0.59,1.08,0.57,0.42,1.03,0.85,1.09,1.19,0.6
2114942,1,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2114942,1,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.18,0.62
2114942,1,0.62,0.29,1.09,0.57,0.36,0.93,0.79,1.09,1.19,0.59
2114942,1,0.62,0.5,1.09,0.29,0.36,0.87,0.85,1.09,1.19,0.59
2114942,1,0.62,0.5,0.99,0.57,0.35,0.75,0.85,1.09,1.19,0.66
2114942,1,0.29,0.45,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2115014,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2115014,1,0.58,0.58,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2115014,1,0.39,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2115279,5,0.67,0.67,1.11,0.57,0.49,0.83,0.85,1,1.17,0.5
2115279,5,0.63,0.59,0.99,0.57,0.49,0.79,0.85,1.01,1.32,0.5
2115279,5,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.5
2115279,1,0.19,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.58
2115279,1,0.29,0.28,0.95,0.58,0.36,0.63,0.79,1.09,1.19,0.59
2115279,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2115279,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2115279,4,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
2115279,2,0.58,0.25,0.99,0.45,0.25,0.72,0.85,1.07,1.19,0.59
2115279,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2115279,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2115279,1,0.19,0.46,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2115345,8,0.63,0.67,1.09,0.57,0.39,0.93,0.85,0.98,1.17,0.59
2115345,8,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2115345,8,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2115345,1,0.29,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2115345,1,0.29,0.5,1.01,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2115345,8,0.62,0.61,0.99,0.33,0.36,0.75,0.85,1.09,1.2,0.58
2115345,8,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2115345,1,0.29,0.5,0.99,0.3,0.33,0.72,0.85,1.07,1.19,0.59
2115345,8,0.58,0.58,0.99,0.29,0.33,0.7,0.5,1.07,1.19,0.57
2115345,1,0.39,0.51,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2115345,8,0.58,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2115360,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2115360,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2115360,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2115360,1,0.58,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2115360,2,0.58,0.44,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2115360,2,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2115360,1,0.29,0.51,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2115360,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.1,1.19,0.56
2115469,4,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.61
2115469,4,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2115469,5,0.58,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2115469,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2115469,1,0.29,0.55,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2115469,4,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2115469,4,0.19,0.47,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2115485,1,0.19,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.58
2115485,5,0.29,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2115485,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2115485,5,0.58,0.58,0.99,0.29,0.33,0.69,0.8,1.07,1.19,0.56
2115535,10,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2115535,4,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2115535,5,0.62,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2115535,4,0.62,0.5,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.59
2115535,4,0.62,0.5,0.99,0.57,0.36,0.76,0.85,1.09,1.19,0.61
2115535,5,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2115535,5,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2115535,4,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2115535,4,0.58,0.45,0.99,0.25,0.29,0.72,0.9,1.11,1.19,0.77
2115535,5,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2115535,4,0.29,0.51,0.99,0.29,0.33,0.72,0.85,1.07,1.21,0.59
2115535,4,0.58,0.5,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2115568,1,0.19,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2115568,1,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2115568,6,0.63,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2115568,1,0.29,0.67,1.09,0.57,0.35,0.93,0.85,1.09,1.19,0.33
2115568,1,0.63,0.67,0.99,0.57,0.36,0.87,0.85,1.09,1.15,0.59
2115568,1,0.29,0.5,0.95,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2115568,5,0.62,0.5,0.99,0.3,0.36,0.75,0.85,1.09,1.19,0.59
2115568,1,0.62,0.5,0.99,0.57,0.33,0.75,0.85,1.09,1.19,0.59
2115568,1,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2115568,6,0.58,0.58,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2115782,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2115782,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2115782,2,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2115782,2,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2115782,3,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2115782,4,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2115782,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2115899,1,0.5,0.61,0.99,0.45,0.33,0.74,0.85,1.07,1.19,0.59
2115899,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2115899,2,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2115899,7,0.58,0.58,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2115964,4,0.62,0.5,1.09,0.29,0.38,0.75,0.85,1.09,1.19,0.59
2115964,1,0.62,0.5,0.99,0.57,0.33,0.75,0.85,1.09,1.19,0.59
2115964,2,0.62,0.61,0.99,0.49,0.34,0.75,0.85,1.09,1.19,0.59
2115964,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2115964,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2115964,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2115964,4,0.58,0.58,0.99,0.29,0.34,0.72,0.85,1.07,1.2,0.59
2115964,2,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2115964,1,0.29,0.5,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2115964,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2116004,1,0.63,0.67,1.08,0.57,0.53,0.77,0.73,0.98,1.17,0.55
2116004,1,0.63,0.67,1.05,0.57,0.53,0.77,0.88,1.04,1.17,0.59
2116004,1,0.25,0.58,0.99,0.45,0.33,0.75,0.85,1.08,1.19,0.59
2116004,1,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
2116194,10,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2116194,1,0.29,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.51
2116194,7,0.63,0.67,0.99,0.57,0.36,0.87,0.85,1.09,1.15,0.59
2116194,2,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2116194,7,0.62,0.5,1.09,0.57,0.36,0.93,0.79,1.09,1.19,0.59
2116194,7,0.62,0.5,0.99,0.3,0.36,0.75,0.85,1.09,1.19,0.59
2116194,7,0.58,0.45,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2116194,4,0.58,0.45,1.08,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2116194,4,0.58,0.58,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2116194,1,0.29,0.45,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2116251,1,0.58,0.63,0.99,0.35,0.33,0.72,0.85,1.07,1.19,0.59
2116277,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2116277,1,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2116277,1,0.58,0.58,0.99,0.29,0.33,0.69,0.5,1.12,1.19,0.56
2116509,3,0.5,0.39,0.99,0.45,0.33,0.72,0.65,1.07,1.19,0.59
2116509,3,0.5,0.39,0.99,0.45,0.33,0.72,0.65,1.07,1.19,0.59
2116509,9,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2116509,3,0.29,0.5,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2116509,9,0.58,0.58,0.99,0.34,0.33,0.72,0.85,1.07,1.19,0.59
2116582,1,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2116582,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2116582,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2116582,2,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2116582,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2116582,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2116582,2,0.58,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2116657,9,0.67,0.67,1.08,0.57,0.53,0.83,0.85,0.98,1.17,0.59
2116657,9,0.63,0.67,1.09,0.57,0.33,0.8,0.84,0.98,1.17,0.63
2116657,9,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2116657,9,0.63,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2116657,9,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.34
2116657,9,0.62,0.57,1.09,0.57,0.33,0.78,0.85,1.09,1.19,0.59
2116657,9,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2116657,9,0.58,0.58,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2116780,1,0.66,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2116780,1,0.29,0.67,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.33
2116780,7,0.63,0.66,0.99,0.57,0.36,0.93,0.85,1.09,1.19,0.69
2116780,7,0.62,0.61,1.09,0.29,0.36,0.75,0.85,1.09,1.19,0.59
2116780,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2116780,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2116780,1,0.58,0.58,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2116780,7,0.29,0.51,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2116780,7,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.11,1.19,0.56
2116780,7,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2116871,3,0.63,0.67,1.08,0.57,0.45,0.93,0.7,0.98,1.17,0.59
2116871,3,0.66,0.67,1.08,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2116871,3,0.19,0.67,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2116871,3,0.66,0.67,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2116871,3,0.66,0.67,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2116871,3,0.66,0.67,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2116871,3,0.63,0.67,1.08,0.57,0.35,0.93,0.85,1.09,1.19,0.33
2116871,3,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2116871,3,0.63,0.67,0.99,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2116871,3,0.62,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2116871,3,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2116871,3,0.62,0.5,0.99,0.57,0.36,0.76,0.85,1.09,1.19,0.61
2116871,3,0.62,0.61,0.99,0.45,0.33,0.75,0.65,1.09,1.19,0.59
2116871,3,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2116871,3,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2116871,3,0.25,0.61,0.99,0.45,0.33,0.75,0.65,1.09,1.19,0.59
2116871,3,0.5,0.5,0.99,0.19,0.34,0.72,0.65,1.08,1.19,0.74
2116871,3,0.5,0.5,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2116871,3,0.5,0.5,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2116871,3,0.58,0.58,0.99,0.29,0.33,0.72,0.65,1.07,1.19,0.59
2116871,3,0.29,0.51,0.99,0.29,0.33,0.72,0.65,1.07,1.19,0.59
2116871,3,0.58,0.63,0.99,0.35,0.33,0.72,0.85,1.07,1.19,0.59
2116871,3,0.58,0.58,0.99,0.29,0.33,0.69,0.85,1.07,1.19,0.59
2116871,3,0.58,0.58,0.99,0.29,0.33,0.69,0.5,1.07,1.19,0.54
2116871,3,0.39,0.55,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2116871,3,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2116871,3,0.39,0.58,0.99,0.29,0.33,0.69,0.56,1.07,1.19,0.56
2116871,3,0.58,0.5,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2116871,3,0.58,0.5,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2116871,3,0.58,0.5,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2117200,1,0.63,0.67,1.09,0.57,0.33,0.75,0.85,0.98,1.17,0.51
2117200,4,0.66,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2117200,4,0.5,0.59,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2117200,4,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2117200,2,0.58,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2117200,2,0.58,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2117200,2,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2117200,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2117200,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2117226,3,0.63,0.67,0.99,0.57,0.49,0.93,0.85,0.98,1.17,0.59
2117226,3,0.63,0.67,1.08,0.57,0.33,0.93,0.85,0.98,1.17,0.59
2117226,3,0.63,0.67,1.08,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2117226,3,0.66,0.67,1.08,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2117226,3,0.29,0.5,0.99,0.57,0.35,0.69,0.79,1.09,1.19,0.67
2117226,1,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2117226,3,0.62,0.5,0.99,0.31,0.36,0.75,0.64,1.1,1.19,0.59
2117226,3,0.62,0.5,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.56
2117226,3,0.62,0.61,0.99,0.49,0.34,0.75,0.65,1.09,1.19,0.59
2117226,3,0.58,0.61,0.99,0.45,0.34,0.75,0.65,1.07,1.19,0.59
2117226,3,0.5,0.58,0.99,0.45,0.33,0.72,0.65,1.07,1.19,0.59
2117226,3,0.58,0.58,0.99,0.45,0.33,0.72,0.65,1.07,1.19,0.59
2117226,3,0.29,0.5,0.99,0.29,0.34,0.69,0.56,1.09,1.19,0.56
2117242,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2117242,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2117242,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2117242,2,0.58,0.61,0.99,0.45,0.34,0.75,0.85,1.07,1.19,0.59
2117242,2,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2117242,2,0.5,0.58,0.99,0.45,0.34,0.72,0.86,1.07,1.19,0.59
2117242,4,0.5,0.5,0.99,0.19,0.34,0.72,0.85,1.08,1.19,0.74
2117242,2,0.5,0.5,0.99,0.45,0.33,0.78,0.91,1.07,1.19,0.78
2117242,2,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2117242,2,0.58,0.25,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2117242,2,0.58,0.58,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2117242,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2117242,2,0.58,0.5,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2117242,2,0.58,0.5,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2117408,1,0.29,0.67,1.09,0.57,0.35,0.93,0.85,1.09,1.19,0.33
2117408,1,0.63,0.67,1.04,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2117408,1,0.63,0.67,1.04,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2117408,4,0.62,0.5,0.99,0.29,0.36,0.75,0.85,1.09,1.19,0.59
2117408,5,0.62,0.5,0.99,0.28,0.36,0.75,0.85,1.1,1.19,0.59
2117408,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2117408,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2117408,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2117408,3,0.62,0.61,0.99,0.45,0.33,0.75,0.65,1.09,1.19,0.59
2117408,4,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
2117408,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2117408,4,0.39,0.5,0.99,0.29,0.33,0.69,0.79,1.08,1.19,0.56
2117424,1,0.5,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2117424,4,0.58,0.45,1.02,0.25,0.34,0.92,0.85,1.07,1.19,0.59
2117499,4,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2117499,1,0.58,0.63,0.99,0.35,0.33,0.72,0.85,1.07,1.19,0.59
2117523,7,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2117523,7,0.5,0.58,0.99,0.45,0.33,0.75,0.85,1.07,1.19,0.59
2117523,4,0.58,0.58,0.99,0.45,0.25,0.72,0.85,1.07,1.19,0.59
2117531,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2117531,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2117531,1,0.29,0.51,0.99,0.33,0.33,0.72,0.85,1.07,1.21,0.59
2117549,5,0.66,0.59,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2117549,5,0.62,0.89,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2117549,4,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2117549,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2117549,5,0.58,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
2117549,4,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2117549,4,0.58,0.57,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2117549,4,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2117697,1,0.29,0.67,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.33
2117697,2,0.62,0.29,1.09,0.57,0.36,0.94,0.85,1.09,1.19,0.59
2117697,2,0.62,0.29,1.09,0.57,0.36,0.94,0.85,1.09,1.19,0.59
2117697,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2117697,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2117697,1,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2117697,1,0.61,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2117697,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2117697,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2117697,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2117697,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2117697,1,0.29,0.51,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2117697,2,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2117697,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.11,1.19,0.56
2117804,1,0.29,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2117804,5,0.62,0.61,0.99,0.57,0.36,0.76,0.85,1.09,1.19,0.59
2117804,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2117804,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2117804,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2117804,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2117911,1,0.5,0.59,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2117911,2,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2117911,2,0.58,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2117911,2,0.58,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2117911,2,0.58,0.44,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2117911,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2117911,2,0.39,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2118174,1,0.63,0.59,1.09,0.57,0.45,0.94,0.85,0.98,1.17,0.59
2118174,7,0.66,0.59,1.08,0.57,0.45,0.93,0.7,0.98,1.17,0.59
2118174,7,0.66,0.59,1.08,0.57,0.36,0.93,0.75,1.09,1.19,0.33
2118174,1,0.66,0.59,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2118174,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2118174,2,0.58,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2118174,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2118174,1,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2118174,1,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2118174,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.11,1.19,0.56
2118174,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2118182,3,0.63,0.67,1.09,0.57,0.36,0.91,0.85,1.09,1.19,0.55
2118182,1,0.63,0.67,1.09,0.57,0.36,0.91,0.85,1.09,1.19,0.55
2118182,2,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2118216,1,0.5,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2118216,7,0.5,0.61,0.99,0.45,0.33,0.74,0.85,1.09,1.19,0.59
2118216,3,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2118216,1,0.29,0.51,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2118257,1,0.29,0.5,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2118257,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2118257,1,0.19,0.47,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2118281,1,0.29,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2118281,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2118281,1,0.29,0.5,0.99,0.33,0.25,0.72,0.85,1.07,1.19,0.59
2118281,7,0.58,0.58,0.99,0.29,0.33,0.69,0.5,1.07,1.19,0.56
2118281,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2118299,4,0.63,0.59,1.08,0.57,0.49,0.79,0.85,0.98,1.17,0.59
2118299,4,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.59
